FoutCode;Veroorzaker;Toelichting;XSD-Klasse;Attribuut;tagNaam;Controleregel;Foutmelding;Verklaring;Request for Change;Oplossing
"notv_018";"";"";"StukdeelNotarieleVerklaring";"tia_Volgnummer";"";"Mag niet aanwezig / ingevuld zijn";"{Stukdeel} {vlgnr} {volgnummer} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_019";"";"";"StukdeelNotarieleVerklaring";"vervreemderRechtRef";"";"Mag niet aanwezig / ingevuld zijn";"{Stukdeel} {vlgnr} {vervreemder} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_062";"";"";"StukdeelLevering/IMKAD_ZakelijkRecht/IMKAD_AppartementsRecht";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_Appartementsrecht} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_052";"";"";"StukdeelHandhavingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHandhavingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_aab_005";"";"";"IMKAD_Aangeboden stuk";"tia_StukVariant";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {StukVariant} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG224";"S";"";"";"";"";"Uitgeschreven tijdsnotatie ontbreekt in PDF";"Uitgeschreven tijdsnotatie ontbreekt in PDF";"";"";"Uitgeschreven tijdsnotatie ontbreekt in PDF"
"hyp_aab_004";"";"";"IMKAD_Aangeboden stuk";"tia_PlaatsOndertekening";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {PlaatsOndertekening} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_010";"S";"";"IMKAD_Aangeboden stuk";"tia_TekstKeuze
";"k_Woonplaatskeuze";"Moet indien aanwezig en gevuld één van de volgende waarden bevatten:-  Terzake van de uitvoering van deze overeenkomst, waaronder tevens dient te worden begrepen de inschrijving in de openbare registers, wordt woonplaats gekozen ten kantore van de bewaar";"{AangebodenStuk} {vlgnr} {tia_TekstKeuze} {2950} Waarde " is niet toegestaan voor keuzetekst {k_Woonplaatskeuze}.";"{AangebodenStuk} {vlgnr} {tia_TekstKeuze} {2950} Waarde " is niet toegestaan voor keuzetekst {k_Woonplaatskeuze}.";"";"{AangebodenStuk} {vlgnr} {tia_TekstKeuze} {2950} Waarde " is niet toegestaan voor keuzetekst {k_Woonplaatskeuze}."
"lev_010b";"";"";"IMKAD_ZakelijkRecht/IMKAD_Leidingnetwerk";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Leidingnetwerk} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan bij leidingnetwerk";"Consequentie voor MID:
Alleen gerelateerde personen met deze indicatie op True worden als persoon geregistreerd.
Consequentie voor opmaak:
Opmaak van personen in de akte is afhankelijk van deze indicatie.";"";""
"hyp_aab_062j";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/vertegenwoordigtRef/Hoedanigheid/tekstKeuze/tia:tagNaam= k_HoedanigheidVariant’";"tekst";"";"indien Partij/IMKAD_Persoon een NHR_Rechtspersoon is dan zijn alleen de volgende waarden toegestaan:
 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  8 
anders zijn alleen de volgende waarden toegestaan:
 5 ,  6 ,  7";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als tekst, betreft persoon";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als tekst, betreft persoon";"tekstblok Partij NNP, NP";"indien Partij/IMKAD_Persoon een NHR_Rechtspersoon is dan zijn alleen de volgende waarden toegestaan:
 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  8 
anders zijn alleen de volgende waarden toegestaan:
 5 ,  6 ,  7"
"hyp_aab_062k";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon/vertegenwoordigtRef/Hoedanigheid/tekstKeuze/tia:tagNaam= k_HoedanigheidVariant’";"tekst";"";"Indien Partij/IMKAD_Persoon een NHR_Rechtspersoon is dan zijn alleen de volgende waarden toegestaan:
 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  8 
anders zijn alleen de volgende waarden toegestaan:
 5 ,  6 ,  7";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als tekst, betreft persoon";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als tekst, betreft persoon";"tekstblok Partij NNP, NP";"Indien Partij/IMKAD_Persoon een NHR_Rechtspersoon is dan zijn alleen de volgende waarden toegestaan:
 1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  8 
anders zijn alleen de volgende waarden toegestaan:
 5 ,  6 ,  7"
"hyp_aab_063a";"W";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_KadNatuurlijkPersoon";"tia_Tekstkeuze";"";"Alleen de volgende waarde is toegestaan:  k_Professor";"{Niet-Ingezetene} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"{Niet-Ingezetene} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"";"Alleen de volgende waarde is toegestaan:  k_Professor"
"hyp_aab_066";"W";"";"Hoedanigheid";"tekstKeuze";"";"Alleen de volgende waarden zijn toegestaan: k_HoedanigheidAanduiding, k_HoedanigheidBenaming,  k_HoedanigheidVoornoemd, k_HoedanigheidVoorZich, k_HoedanigheidVariant, k_HoedanigheidTekstVariant1, k_HoedanigheidTekstVariant2, k_HoedanigheidTekstVariant3, k";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"{Hoedanigheid} {vlgnr} {tekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"tekstblok Gevolmachtigde    tekstblok Partij NP";"Alleen de volgende waarden zijn toegestaan: k_HoedanigheidAanduiding, k_HoedanigheidBenaming,  k_HoedanigheidVoornoemd, k_HoedanigheidVoorZich, k_HoedanigheidVariant, k_HoedanigheidTekstVariant1, k_HoedanigheidTekstVariant2, k_HoedanigheidTekstVariant3, k"
"hyp_aab_067";"W";"";"Partij/Hoedanigheid";"";"";"Indien aanwezig dan moet id minimaal 1 voorkomen in  Gevolmachtigde/vertegenwoordigtRef of IMKAD_Persoon//vertegenwoordigtRef";"{Hoedanigheid} {vlgnr} vertegenwoordigtRef} {2800} {Waarschuwing} - Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn";"{Hoedanigheid} {vlgnr} vertegenwoordigtRef} {2800} {Waarschuwing} - Bij Hoedanigheid moet er minimaal 1 vertegenwoordigtRef aanwezig zijn";"";"Indien aanwezig dan moet id minimaal 1 voorkomen in  Gevolmachtigde/vertegenwoordigtRef of IMKAD_Persoon//vertegenwoordigtRef"
"hyp_aab_057a";"W";"";"IMKAD_Persoon";"VoormaligeRechtspersoon";"";"Mag niet aanwezig / ingevuld zijn";"{Persoon} {vlgnr} {VoormaligeRechtspersoon} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"{Persoon} {vlgnr} {VoormaligeRechtspersoon} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_wlu_006";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Aard";"";"Mag niet aanwezig / ingevuld zijn";"{Ondertekenaar} {vlgnr} {Aard} {2800} {Waarschuwing} -  Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_007";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Initialen";"";"Mag niet aanwezig / ingevuld zijn";"{Ondertekenaar} {vlgnr} {Initialen} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG216";"S";"";"";"";"";"Tijdsnotatie in cijfers ontbreekt in PDF";"Tijdsnotatie in cijfers ontbreekt in PDF";"";"";"Tijdsnotatie in cijfers ontbreekt in PDF"
"GG217";"S";"";"";"";"";"XML-PDF verschil. Tekens komen niet overeen";"XML-PDF verschil. Tekens komen niet overeen";"";"";"XML-PDF verschil. Tekens komen niet overeen"
"notv_022";"";"";"StukdeelLevering";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelLevering} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_024f";"";"";"StukdeelErfpachtcanonTijdelijkAfgekocht";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfpachtcanonTijdelijkAfgekocht} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_039";"";"";"StukdeelHandhavingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHandhavingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_049b";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"tia_AandeelInRechten";"";"Mag niet aanwezig / ingevuld zijn";"{Persoon} {vlgnr} {AandeelInRechten} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_063";"";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_StatutaireZetel";"";"Indien IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’), dan moet tia_StatutaireZetel gelijk zijn aan IMKAD_Persoon//IMKAD_WoonlocatiePersoon/adres/binnenlandsAdres/woonplaatsNaam";"{Rechtspersoon} {vlgnr} {StatutaireZetel} {2800} {Fout} - Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende";"Consequenties voor opmaak:
Tekst in akte klopt niet; zetel en woonplaats verschillen.";"";""
"aav_e_068";"";"";"IMKAD_Perceel";"tia_Tekstkeuze";"";"Indien k_Mandeligheid gevuld is, dan moet ook een perceel aanwezig zijn waarbij k_Mandeligheid niet gevuld is";"{Perceel} {vlgnr} {Mandeligheid} {2800} {Fout} - Mandelig perceel mag niet zonder hoofdperceel voorkomen.";"Consequentie voor MID:
Mandelig perceel wordt zonder hoofdperceel op MID getoond.";"";""
"lev_nn_056";"W";"";"StukdeelLevering/IMKAD_ZakelijkRecht";"aandeelInRecht";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_ZakelijkRecht} {vlgnr} {aandeelInRecht} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_057";"";"";"StukdeelLevering/IMKAD_ZakelijkRecht";"tia_BedragKoopprijs";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_ZakelijkRecht} {vlgnr} {BedragKoopprijs} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_058";"";"";"StukdeelLevering/IMKAD_ZakelijkRecht";"rechthebbende";"";"Mag niet aanwezig / ingevuld zijn";"{ZakelijkRecht} {vlgnr} {rechthebbende} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_059";"";"";"StukdeelLevering/IMKAD_ZakelijkRecht/IMKAD_Perceel";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_Perceel} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_010";"";"";"StukdeelHypotheek";"belanghebbendeRef";"";"Mag niet aanwezig / ingevuld zijn";"{Stukdeel} {vlgnr} {belanghebbendeRef} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_010a";"";"";"StukdeelHypotheek";"vervreemderRechtRef";"";"Moet aanwezig zijn indien aanduidingHypotheek <>  overbruggingshypotheek";"{Stukdeel} {vlgnr} {vervreemderRechtRef} {2800} {Fout} - Rubriek is verplicht, maar niet aanwezig";"Consequentie voor opmaak: Partijnamen worden niet (correct) in de akte getoond.";"";""
"lev_nn_113";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"IMKAD_PostlocatiePersoon";"";"Bij een NP mag geen postadres aanwezig zijn";"{Persoon} {vlgnr} {postadres} {2800} {Fout} - Postadres niet toegestaan bij een NP";"Consequentie voor opmaak:
Postadres wordt indien in XML aanwezig in de akte getoond.";"";""
"lev_nn_113b";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/tia_Gegevens/GBA_Ingezetene";"geslacht";"";"Moet ingevuld zijn";"{Ingezetene} {vlgnr} {Geslacht} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequentie voor MID:
Geslacht wordt niet getoond.
Consequentie voor Opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"";""
"lev_nn_115";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/tia_Gegevens/GBA_Ingezetene";"tia_AdellijkeTitel2";"";"Mag niet aanwezig / ingevuld zijn";"{GBA_Ingezetene} {vlgnr} {AdellijkeTitel2} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_030c";"";"";"StukdeelVerdelingPartnerschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingPartnerschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_030d";"";"";"StukdeelVerdelingGemeenschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingGemeenschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_017";"W";"";"StukdeelHypotheek";"soortHypotheek";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHypotheek} {vlgnr} {soortHypotheek} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_017c";"";"";"StukdeelHypotheek";"aanduidingHypotheek";"";"Alleen de volgende waarde is toegestaan:   overbruggingshypotheek";"{StukdeelHypotheek} {vlgnr} {aanduidingHypotheek} {2800} {Fout} - Waarde    niet toegestaan";"Consequentie voor opmaak:
De overbruggingshypotheek wordt niet getoond
Consequentie voor registratie:
De overbruggingshypotheek wordt als apart stukdeel geregistreerd";"";""
"hyp_flo_018";"W";"";"StukdeelKoop";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoop} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_086";"";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_Tekstkeuze";"";"Alleen de volgende waarde is toegestaan:  k_Professor";"{Niet-Ingezetene} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"";"";""
"lev_061d";"";"";"IMKAD_WoonlocatiePersoon";"adres";"";"Mag 2 keer voorkomen indien het ene geval een binnenlandsAdres en het andere een kadBinnenlandsAdres betreft.";"{WoonlocatiePersoon} {vlgnr} {adres} {2800} {Fout} - Niet toegestane combinatie van adressen";"Consequentie voor opmaak:
De BAG gegevens worden niet getoond.
Consequentie voor MID:
Het type adres kan niet worden bepaald.";"";""
"lev_061e";"";"";"IMKAD_WoonlocatiePersoon/adres";"kadBinnenlandsAdres";"";"Mag alleen aanwezig zijn indien er een 2e voorkomen van adres aanwezig is.";"{adres} {vlgnr} {kadBinnenlandsAdres} {2800} {Fout} - Rubriek niet toegestaan indien binnenlandsAdres niet aanwezig is";"Consequentie voor MID:
Onjuiste persoonsgegevens worden getoond.
Consequentie voor opmaak:
Persoonsgegevens worden onjuist in de akte getoond.";"";""
"lev_061f";"K";"";"IMKAD_Persoon";"tia_Gegevens";"";"Mag 2 keer voorkomen indien het ene geval een GBA_Ingezetene en het andere een IMKAD_KadNatuurlijkPersoon betreft.";"{Persoon} {vlgnr} {Gegevens} {2800} {Fout} - Niet toegestane combinatie van persoonsgegevens";"Consequentie voor opmaak:
De GBA gegevens worden niet getoond
Consequentie voor MID:
De persoonsgegevens worden niet volledig getoond.";"";"Niet toegestane combinatie van persoonsgegevens."
"hyp_ing_034f";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens";"adresPersoon";"";"Mag 2 keer voorkomen indien het ene geval een binnenlandsAdres en het andere een kadBinnenlandsAdres betreft.";"{Gevolmachtigde} {vlgnr} {adresPersoon} {2800} {Fout} - Niet toegestane combinatie van adressen";"Consequentie voor MID:
Onjuiste adresgegevens worden getoond.
Consequentie voor opmaak:
Adresgegevens worden onjuist in de akte getoond.";"";""
"GG313";"K";"";"VTV Contr. Ondertek onterecht";"VTV Contr. Ondertek onterecht";"";"VTV Contr. Ondertek onterecht";"VTV Contr. Ondertek onterecht";"";"";"VTV Contr. Ondertek onterecht"
"166";"N";"";"";"";"";"Als onroerende zaak een appartementsrecht is, moet appartementsindex ingevuld zijn.";"Als onroerende zaak een appartementsrecht is, moet appartementsindex ingevuld zijn.";"Als onroerende zaak een appartementsrecht is, moet appartementsindex ingevuld zijn.";"";"Als onroerende zaak een appartementsrecht is, moet appartementsindex ingevuld zijn."
"171C";"S";"";"";"";"";"Rubriek verplicht voor dit modeldocument.";"Rubriek verplicht voor dit modeldocument.";"Rubriek verplicht voor dit modeldocument.";"";"Verplichte velden niet ingevuld."
"THA_001";"S";"";"";"";"";"tha_001|Waarde  EOF  is niet toegestaan voor keuzetekst  k_TitelHypotheek";"tha_001|Waarde  EOF  is niet toegestaan voor keuzetekst  k_TitelHypotheek";"tha_001|Waarde  EOF  is niet toegestaan voor keuzetekst  k_TitelHypotheek";"";"tha_001|Waarde  EOF  is niet toegestaan voor keuzetekst  k_TitelHypotheek"
"064B";"S";"";"Burgerlijke staat moet ingevuld zijn.";"";"";"";"Burgerlijke staat moet ingevuld zijn.";"Burgerlijke staat moet ingevuld zijn.";"";"Burgerlijke staat moet ingevuld zijn."
"050C";"K";"";"";"";"";"Partijaanduiding moet uniek zijn.";"Partijaanduiding moet uniek zijn.";"Partijaanduiding moet uniek zijn.";"";"Partijaanduiding moet uniek zijn."
"GG314";"N";"";"";"";"";"Administratieve grenzen niet mogelijk met KIK";"Administratieve grenzen niet mogelijk met KIK";"Administratieve grenzen niet mogelijk met KIK";"";"Administratieve grenzen niet mogelijk met KIK"
"GG315";"N";"";"";"";"";"Adres ingevuld in veld vestigingsplaats";"Adres ingevuld in veld vestigingsplaats";"Adres ingevuld in veld vestigingsplaats";"";"Adres ingevuld in veld vestigingsplaats"
"GG316";"";"ess";"";"";"";"AA Uitv Contr Ess";"AA Uitv Contr Ess";"AA Uitv Contr Ess";"";"AA Uitv Contr Ess"
"GG317";"S";"";"";"";"";"Akte tekst voldoet niet aan UTF-8.";"Aktetekst voldoet niet aan UTF-8.";"Aktetekst voldoet niet aan UTF-8.";"";"XML bevat ongeldige tekens voor conversie van UTF-8 naar Latin9."
"GG318";"S";"";"";"";"";"Aanneming in XML toont alleen de bank, in PDF toont bank en de stichting.";"Aanneming in XML toont alleen de bank, in PDF toont bank en de stichting.";"Aanneming in XML toont alleen de bank, in PDF toont bank en de stichting.";"";"Deze tekst wordt getoond indien het geen maatwerk betreft; (indien geen Partij met aanduidingPartij(‘de Stichting’) aanwezig). Deze tekst wordt getoond indien het wel maatwerk betreft; (indien Partij met aanduidingPartij(‘de Stichting’) aanwezig)"
"hyp_aab_1000";"W";"";"IMKAD_AangebodenStuk/heeftOndertekenaar/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"TB Aanhef / TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1001";"W";"";"IMKAD_AangebodenStuk/heeftOndertekenaar/ isWaarnemerVoor/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Aanhef / TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1002";"W";"";"IMKAD_AangebodenStuk/heeftOndertekenaar/ isVacatureWaarnemerVoor/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Aanhef / TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1003";"W";"";"IMKAD_AangebodenStuk/heeftOndertekenaar/ isWaarnemerVoor/isVacatureWaarnemerVoor/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Aanhef / TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1004";"W";"";"IMKAD_AangebodenStuk/heeftVerklaarder/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Equivalentieverklaring / 
TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1005";"W";"";"IMKAD_AangebodenStuk/heeftVerklaarder/isWaarnemerVoor/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Equivalentieverklaring / 
TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"hyp_aab_1006";"W";"";"IMKAD_AangebodenStuk/heeftVerklaarder/ isVacatureWaarnemerVoor/persoonsgegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Equivalentieverklaring / 
TB Personalia";"Alleen de volgende waarde is toegestaan:  
k_Professor"
